Gene ID	Transcript ID	SRR7537187_sorted log2Ratio Read-In vs. Gene	SRR7537187_sorted Assignment	SRR7537190_sorted log2Ratio Read-In vs. Gene	SRR7537190_sorted Assignment	SRR7537192_sorted log2Ratio Read-In vs. Gene	SRR7537192_sorted Assignment
ENSG00000003147.19	ENST00000476942.1	-2.4692444333814954	N/A	1.9890655939568576	N/A	1.4501592772089578	N/A
ENSG00000003249.13	ENST00000623401.1	5.40575750438271	N/A	5.446134717514026	N/A	2.1366883164683763	N/A
ENSG00000003393.15	ENST00000489440.5	-1.3209378129881002	N/A	-0.8066476472119212	N/A	-1.3209378129881002	N/A
ENSG00000003400.14	ENST00000492363.5	0.0	N/A	0.0	N/A	-0.5504447611043151	N/A
ENSG00000003402.20	ENST00000470664.1	-1.8745957985521429	Activated	-0.8769547481845645	Activated	-2.1833167466598193	Activated
ENSG00000003436.16	ENST00000392365.5	-2.0018018416646832	N/A	-3.0456099683433604	N/A	-0.5367987628514337	N/A
ENSG00000003509.16	ENST00000441905.1	0.5424828103418857	Read-In	0.8078509895662833	Read-In	1.1848029239253393	Read-In
ENSG00000003987.14	ENST00000519590.5	-5.920623372736219	N/A	-5.300470093042416	N/A	-5.370482601340158	N/A
ENSG00000003989.17	ENST00000494857.5	3.3713891001022995	N/A	2.171411374389201	N/A	4.030685343440078	N/A
ENSG00000004059.11	ENST00000459680.1	4.706215412798302	N/A	8.746987335781732	N/A	9.21904634605438	N/A
ENSG00000004142.12	ENST00000540200.6	0.7647655916549354	Read-In	1.1849575844519054	Read-In	2.670762027557175	Read-In
ENSG00000004399.12	ENST00000324093.8	-6.4159085970675065	Activated	-0.7813856175146523	N/A	-2.6264910490838207	N/A
ENSG00000004455.16	ENST00000482191.1	6.013533132020749	N/A	1.7405409378409469	N/A	5.10476551888482	N/A
ENSG00000004468.13	ENST00000511430.1	-0.2083903193087301	N/A	0.0	N/A	0.0	N/A
ENSG00000004478.8	ENST00000543037.1	-2.3665525201447863	N/A	2.6880974526075647	N/A	1.020653389278854	N/A
ENSG00000004487.16	ENST00000602503.1	-6.091398751862488	Activated	-6.092509618466287	Activated	-5.349535107987324	Activated
ENSG00000004534.15	ENST00000446471.1	0.7828769978581269	N/A	2.5960336586023347	N/A	2.3325580338415306	N/A
ENSG00000004660.14	ENST00000573483.1	-2.9880479445888866	N/A	-0.9445084102107272	N/A	-2.3674824803499313	N/A
ENSG00000004700.16	ENST00000444129.7	3.21748481905302	N/A	1.9090261752241773	Read-In	2.5800174441151853	N/A
ENSG00000004766.17	ENST00000477572.1	-0.2794877760985891	N/A	0.0	N/A	1.575247129252609	N/A
ENSG00000004776.13	ENST00000587965.1	1.7345403880286776	N/A	1.6750370982563378	N/A	0.7724818306679442	N/A
ENSG00000004777.18	ENST00000601474.5	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000004779.10	ENST00000562133.5	-1.779060128728993	N/A	-0.3140613284654085	N/A	-1.779060128728993	N/A
ENSG00000004799.8	ENST00000473301.1	-0.6348136538133446	N/A	0.0	N/A	1.3131872099865345	N/A
ENSG00000004809.14	ENST00000460159.1	0.0	N/A	-2.6647120136665663	N/A	0.992719611881334	N/A
ENSG00000004838.14	ENST00000490675.5	0.0	N/A	0.0	N/A	-2.7111820986814896	N/A
ENSG00000004846.16	ENST00000441315.1	0.5801129931068026	N/A	-0.2707517482318114	N/A	-0.1860240636347261	N/A
ENSG00000004848.8	ENST00000379044.5	0.0	N/A	0.0	N/A	-0.6825765936842634	N/A
ENSG00000004864.13	ENST00000494085.1	2.6880974526075647	N/A	0.5801129931068026	N/A	-0.8765994156773917	N/A
ENSG00000004897.12	ENST00000528147.1	0.8011168414521735	N/A	-0.26865452851319593	N/A	0.0	N/A
ENSG00000004939.15	ENST00000399246.3	0.0	N/A	0.0	N/A	-0.8090241285852324	N/A
ENSG00000004948.15	ENST00000423724.5	1.259199349953399	N/A	0.5801129931068026	N/A	0.5801129931068026	N/A
ENSG00000004961.15	ENST00000380762.5	0.2634573268402256	N/A	2.0763132044925707	N/A	2.6728158873344885	N/A
ENSG00000005001.10	ENST00000577177.1	0.0	N/A	1.5988449048436817	N/A	0.39154575644332734	N/A
ENSG00000005007.12	ENST00000600689.1	-1.7999065863109278	N/A	-1.9273751609117988	N/A	0.0	N/A
ENSG00000005020.13	ENST00000481204.5	0.34615418119082786	N/A	0.0	N/A	-1.0580498776451115	N/A
ENSG00000005022.6	ENST00000475354.1	-0.9072260121309296	N/A	2.361597766023656	N/A	0.15178015070154682	N/A
ENSG00000005059.16	ENST00000494604.1	-3.0150026799997423	Activated	-5.568538493587794	Activated	-2.5368350285296626	Activated
ENSG00000005073.5	ENST00000517402.1	0.0	N/A	3.4718046921902093	N/A	-3.4590783459383165	N/A
ENSG00000005075.15	ENST00000292614.9	-5.598424503341762	N/A	-4.803799256336869	N/A	-5.760778119972231	N/A
ENSG00000005100.13	ENST00000575153.5	0.0	N/A	0.0	N/A	-0.5011608039515174	N/A
ENSG00000005102.13	ENST00000549132.1	0.992719611881334	N/A	0.7797858857762581	N/A	-0.4518742674592153	N/A
ENSG00000005108.16	ENST00000408005.2	-0.7101724206389172	N/A	-1.9603370060900327	N/A	0.0	N/A
ENSG00000005156.11	ENST00000378526.8	-4.915968936446616	N/A	-4.536631497752344	N/A	-1.7371042783662218	N/A
ENSG00000005175.10	ENST00000432584.7	4.434442898451437	N/A	0.0	N/A	3.898004345564817	N/A
ENSG00000005187.12	ENST00000567006.1	-10.292966508790226	Activated	-9.537994877974397	Activated	-10.99260485083975	Activated
ENSG00000005189.19	ENST00000568334.1	4.772232330148162	N/A	4.915246822118002	N/A	6.5114483864483885	N/A
ENSG00000005194.15	ENST00000564885.1	5.852981332584906	N/A	7.556210513289198	N/A	7.704536005142986	N/A
ENSG00000005238.19	ENST00000605392.1	-1.5730138493944068	N/A	-0.9910478018805232	N/A	0.0	N/A
ENSG00000005243.10	ENST00000585182.1	-2.0382874063476017	N/A	0.0	N/A	0.0	N/A
ENSG00000005249.13	ENST00000488792.1	-0.3459846244363596	N/A	0.0	N/A	0.5801129931068026	N/A
ENSG00000005302.18	ENST00000648692.1	0.5342244479799567	N/A	2.3102617733698065	N/A	2.4474990539486443	N/A
ENSG00000005339.14	ENST00000571763.5	1.3131872099865345	N/A	-0.2099332090810032	N/A	-0.9768524735186394	N/A
ENSG00000005379.17	ENST00000343736.9	-0.6216872543872708	N/A	3.496021072116244	N/A	-0.6216872543872708	N/A
ENSG00000005381.7	ENST00000581022.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000005421.8	ENST00000462594.1	-4.108856301527393	N/A	-4.665674299980417	N/A	-4.976189038728932	N/A
ENSG00000005436.13	ENST00000470285.1	-6.183287997413277	Activated	-6.3087101983811	Activated	-8.116850333266173	Activated
ENSG00000005448.16	ENST00000482605.1	-3.8002436547558114	Activated	-2.191904601653359	Activated	-3.7171690994647655	Activated
ENSG00000005471.17	ENST00000467983.1	0.0	N/A	-2.799719840744562	N/A	0.0	N/A
ENSG00000005483.21	ENST00000473063.1	1.046280328728031	Read-In	1.9763765115565863	Read-In	0.6603641602127706	Read-In
ENSG00000005486.17	ENST00000468644.5	-1.4968650504476155	N/A	0.0	N/A	-2.2155466999621254	N/A
ENSG00000005513.10	ENST00000566034.1	6.0993563154373165	N/A	5.2431736660271016	N/A	4.540615346458504	N/A
ENSG00000005700.15	ENST00000508381.1	-3.3053427153940613	N/A	0.8011168414521735	N/A	0.5801129931068026	N/A
ENSG00000005801.18	ENST00000529789.5	-1.2454225720179803	N/A	1.7969430855369848	N/A	0.992719611881334	N/A
ENSG00000005810.18	ENST00000485061.2	-1.5591942754593249	N/A	0.5801129931068026	N/A	0.0	N/A
ENSG00000005812.11	ENST00000485797.2	-5.35786614604358	Activated	-6.2365346288740815	Activated	-5.099537212674672	Activated
ENSG00000005884.18	ENST00000515147.1	0.09419977364498687	N/A	2.1335970679333403	N/A	2.799110470793796	N/A
ENSG00000005889.15	ENST00000539115.5	-1.1178776839617357	N/A	0.8071467679876577	N/A	-0.15244919648089822	N/A
ENSG00000005893.15	ENST00000486593.5	-1.4977774277864306	N/A	0.7499966808996186	N/A	0.0	N/A
ENSG00000005961.18	ENST00000592944.1	0.0	N/A	0.0	N/A	-1.8051370968077856	N/A
ENSG00000005981.13	ENST00000428113.5	0.0	N/A	0.0	N/A	-0.6032746213710866	N/A
ENSG00000006007.12	ENST00000563645.1	5.21368238205933	N/A	6.779950336445611	N/A	5.255529954121582	N/A
ENSG00000006015.17	ENST00000601736.1	-2.8683325921141885	N/A	0.044740240866499636	N/A	-1.6326105637543629	N/A
ENSG00000006016.11	ENST00000594325.1	-10.821582878405176	Activated	-9.626877678656614	Activated	-9.601493047549372	Activated
ENSG00000006025.12	ENST00000613735.4	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000006042.12	ENST00000583437.2	2.100259608087855	N/A	2.100259608087855	N/A	0.0	N/A
ENSG00000006047.13	ENST00000571834.5	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000006059.3	ENST00000007735.3	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000006062.17	ENST00000586644.2	-3.942089874374665	Activated	-3.946705921087293	Activated	-5.3116035301677424	N/A
ENSG00000006071.14	ENST00000531891.1	0.060873472699667815	N/A	0.0	N/A	0.0	N/A
ENSG00000006116.3	ENST00000005284.3	-0.2722241466831721	N/A	0.0	N/A	-0.09656242067073237	N/A
ENSG00000006125.18	ENST00000589774.5	1.2417470192633036	N/A	0.040332261283815285	N/A	0.5124607862342261	N/A
ENSG00000006128.12	ENST00000495916.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000006210.7	ENST00000565912.1	-1.5058405703666151	N/A	0.0	N/A	-0.9410690661699096	N/A
ENSG00000006283.18	ENST00000359106.10	-0.41534541597178815	N/A	0.0	N/A	-0.5853730417092249	N/A
ENSG00000006327.13	ENST00000573001.5	-4.781727085522847	N/A	-4.781727085522847	N/A	-3.1947176359979736	N/A
ENSG00000006377.11	ENST00000555308.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000006432.15	ENST00000555993.6	5.0967103961951885	N/A	5.2471754806219435	N/A	5.899353565738138	N/A
ENSG00000006451.8	ENST00000468201.1	4.788164264161386	N/A	5.259002018034947	N/A	5.6731876240566965	N/A
ENSG00000006453.14	ENST00000480580.1	-4.120439546064458	N/A	-3.518616894120504	N/A	-5.310650994091073	Activated
ENSG00000006459.11	ENST00000397560.7	4.720733189499775	N/A	4.076455100363689	N/A	3.2425138002834606	N/A
ENSG00000006468.14	ENST00000493831.1	-1.1454046264635158	N/A	-1.1454046264635158	N/A	0.0	N/A
ENSG00000006530.18	ENST00000494053.1	-3.2989790063385214	N/A	-3.606758594716548	Activated	-4.225830408878497	Activated
ENSG00000006534.16	ENST00000527514.1	8.751136493902742	N/A	4.722423728699186	N/A	4.2852893693764615	N/A
ENSG00000006555.11	ENST00000371276.9	0.15408579024842645	N/A	1.084504711096828	N/A	0.992719611881334	N/A
ENSG00000006576.16	ENST00000424760.5	8.937791854115241	N/A	8.048002867988657	N/A	9.663416382392066	N/A
ENSG00000006606.8	ENST00000394905.2	0.0	N/A	0.0	N/A	-0.44845995998531096	N/A
ENSG00000006607.14	ENST00000412332.1	-8.158605326769099	Activated	-7.791921148382998	Activated	-8.008600913174153	Activated
ENSG00000006611.16	ENST00000624811.1	-0.8635260468899759	N/A	1.3131872099865345	N/A	0.5801129931068026	N/A
ENSG00000006634.8	ENST00000495067.1	5.052001609790407	N/A	4.590540223380874	N/A	5.292670525677284	N/A
ENSG00000006638.11	ENST00000589966.1	0.0	N/A	4.636414806205796	N/A	4.636414806205796	N/A
ENSG00000006652.14	ENST00000417662.1	-4.071977032079474	N/A	0.5801129931068026	N/A	-2.3951705250113418	N/A
ENSG00000006659.13	ENST00000601802.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000006695.12	ENST00000429152.6	3.3812075953357947	N/A	5.0302409487302615	N/A	6.3298787704019706	N/A
ENSG00000006704.10	ENST00000455841.6	-0.29917720065662656	N/A	-0.1417640586805985	N/A	0.1453872047206548	N/A
ENSG00000006712.15	ENST00000595379.1	1.263640136030136	Read-In	3.6959381125761546	N/A	1.8445528629059045	Read-In
ENSG00000006715.16	ENST00000439468.1	-2.633703473413834	N/A	0.0	N/A	0.0	N/A
ENSG00000006740.17	ENST00000584974.1	-2.122329581591893	N/A	-1.4206075218553802	N/A	-1.4206075218553802	N/A
ENSG00000006744.19	ENST00000465825.5	-1.8434664427318008	N/A	-0.3252386310825953	N/A	0.5801129931068026	N/A
ENSG00000006747.15	ENST00000436854.1	-1.1398561988094018	N/A	1.3942978592628743	N/A	0.0	N/A
ENSG00000006756.16	ENST00000458014.1	2.4593268439039933	N/A	2.633703473413834	N/A	0.0	N/A
ENSG00000006757.12	ENST00000442940.1	3.1624007001075545	N/A	3.3177449777783234	N/A	4.095560583861493	N/A
ENSG00000006788.14	ENST00000621918.1	-0.15909511701679904	N/A	0.0	N/A	1.089338891541037	N/A
ENSG00000006831.10	ENST00000540974.1	0.3515419296799352	N/A	-0.4564861700205211	N/A	0.0	N/A
ENSG00000006837.12	ENST00000518990.5	8.226496403824415	N/A	6.068193512479957	N/A	7.8587668760284695	N/A
ENSG00000007001.12	ENST00000489438.1	-0.08137924208663437	N/A	0.5964433773937294	N/A	4.3338558407945085	N/A
ENSG00000007038.11	ENST00000577043.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000007062.11	ENST00000502943.1	-1.0907266396740427	N/A	0.1341083509685701	N/A	0.3642372828079721	N/A
ENSG00000007080.11	ENST00000602080.1	-1.8086666496115955	N/A	-1.9408655625296185	N/A	-2.3040633454450883	N/A
ENSG00000007168.13	ENST00000610190.1	-2.5713437112407243	N/A	0.5801129931068026	N/A	0.3190203469056008	N/A
ENSG00000007174.18	ENST00000585197.1	0.5912451696092558	N/A	2.115576878586105	N/A	0.0	N/A
ENSG00000007202.15	ENST00000581064.1	0.9163953024080592	N/A	0.0	N/A	-3.095032448622939	N/A
ENSG00000007216.14	ENST00000579281.5	0.0	N/A	0.5801129931068026	N/A	0.5801129931068026	N/A
ENSG00000007237.18	ENST00000584146.6	-0.21281202050281395	N/A	0.8823931650731274	N/A	0.0	N/A
ENSG00000007255.10	ENST00000592647.1	5.273583640854245	N/A	4.2188064102767475	N/A	5.133573872570883	N/A
ENSG00000007264.15	ENST00000619596.4	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000007306.15	ENST00000599715.1	-0.4046349022829076	N/A	-0.3990062595459958	N/A	0.992719611881334	N/A
ENSG00000007312.12	ENST00000583260.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000007341.19	ENST00000477682.1	-0.94885584868939	Activated	0.0710700612586388	Read-In	3.945059440272092	N/A
ENSG00000007350.17	ENST00000439635.5	0.0	N/A	0.0	N/A	-0.5268990535144751	N/A
ENSG00000007372.23	ENST00000639386.2	-3.4021200990909195	N/A	-2.8792771827336923	N/A	-3.526165851013377	N/A
ENSG00000007376.8	ENST00000561734.5	7.1313425391232625	N/A	7.583124565971475	N/A	7.840249694231567	N/A
ENSG00000007384.15	ENST00000448893.1	6.243575318779025	N/A	9.76118183158703	N/A	3.182693240735727	N/A
ENSG00000007392.16	ENST00000495349.5	3.792407628111993	N/A	5.17101456514413	N/A	4.001050664878456	N/A
ENSG00000007402.11	ENST00000483620.1	-2.875969417888214	N/A	-4.9149678018683565	N/A	-4.720489368722978	N/A
ENSG00000007516.13	ENST00000566162.1	-8.32570568260969	Activated	-8.001400522424552	Activated	-8.178471206234963	Activated
ENSG00000007520.4	ENST00000007390.3	2.2651923981766595	N/A	4.843821294580001	N/A	7.981059277909424	N/A
ENSG00000007541.16	ENST00000634341.1	-3.0186886872026033	N/A	0.0	N/A	0.0	N/A
ENSG00000007545.15	ENST00000467286.1	2.6487811940304056	N/A	5.114512975148213	N/A	7.082936911677921	N/A
ENSG00000007908.16	ENST00000367777.5	0.6688071977576249	N/A	0.0	N/A	0.0	N/A
ENSG00000007923.16	ENST00000465508.5	-3.937115368555174	N/A	-2.6712064845366768	N/A	-4.1179389399066535	N/A
ENSG00000007933.13	ENST00000479749.1	-0.5201460406570901	N/A	1.4710629241469435	N/A	-0.8023380346159056	N/A
ENSG00000007944.15	ENST00000356840.8	-1.1125669557972362	N/A	0.0	N/A	0.1076944081358629	N/A
ENSG00000007952.18	ENST00000372966.8	-1.542857455816525	N/A	-1.0541275111356287	N/A	-2.7271633224443357	N/A
ENSG00000007968.7	ENST00000487237.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000008018.9	ENST00000462957.1	3.9939259709834647	N/A	5.4183846005273475	N/A	6.198576389919841	N/A
ENSG00000008083.14	ENST00000474854.1	0.17779234417740586	N/A	1.575247129252609	N/A	0.5359016804293728	N/A
ENSG00000008086.11	ENST00000637881.1	-0.1158220566874659	N/A	-0.17042307615309993	N/A	-0.1158220566874659	N/A
ENSG00000008118.10	ENST00000494990.1	-1.875643959449208	N/A	-2.7087817542987693	N/A	0.0	N/A
ENSG00000008130.15	ENST00000498806.1	-4.071949841879015	N/A	0.0	N/A	0.12222559306689584	N/A
ENSG00000008196.13	ENST00000489228.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000008197.4	ENST00000492804.1	0.0	N/A	0.0	N/A	0.5801129931068026	N/A
ENSG00000008226.19	ENST00000478428.1	-6.379808790849567	Activated	-8.045312706995214	Activated	-8.004080023087205	Activated
ENSG00000008256.16	ENST00000481329.1	0.0	N/A	-2.265776792124025	N/A	1.3131872099865345	N/A
ENSG00000008277.14	ENST00000426930.5	0.43291959219480014	N/A	0.0	N/A	-1.907500750892744	N/A
ENSG00000008282.8	ENST00000483448.1	-1.5896550943506664	N/A	0.5801129931068026	N/A	1.9890655939568576	N/A
ENSG00000008283.16	ENST00000582143.1	-5.987351784827025	Activated	-2.865808621198379	N/A	-1.541033447008866	N/A
ENSG00000008294.21	ENST00000509724.1	-3.009579220641365	N/A	-2.3857858101776217	N/A	-1.9106756056832976	N/A
ENSG00000008300.17	ENST00000498057.1	0.9335328790870964	N/A	2.8413728822273043	N/A	0.8403634987470032	N/A
ENSG00000008311.15	ENST00000473553.5	0.29558334655523744	N/A	0.5801129931068026	N/A	1.4259792447024364	N/A
ENSG00000008323.15	ENST00000304581.8	-4.8274117082449015	N/A	-4.989867148646866	N/A	-5.848695588718313	Activated
ENSG00000008324.11	ENST00000447630.5	2.4115923171248053	N/A	1.9798933417776925	N/A	2.667082522894822	N/A
ENSG00000008394.13	ENST00000624056.1	-3.3736420124573416	N/A	-1.1112487879517507	N/A	0.5801129931068026	N/A
ENSG00000008405.12	ENST00000549356.1	0.27101821566600903	N/A	1.575247129252609	N/A	0.4696571674178232	N/A
ENSG00000008438.5	ENST00000008938.5	-1.5040201436606897	N/A	-1.3722725596462162	Activated	-1.2078653059766609	Activated
ENSG00000008441.16	ENST00000592199.5	-0.6447792332705173	N/A	1.5936739831707558	N/A	0.792489694670881	N/A
ENSG00000008513.16	ENST00000522285.1	0.1949239618333225	N/A	1.2763879815878918	N/A	2.155023412260533	N/A
ENSG00000008516.17	ENST00000575441.1	-4.87574705053499	Activated	-4.79234282447092	Activated	-6.222085693358065	Activated
ENSG00000008517.16	ENST00000528652.2	-1.781126634217023	N/A	2.8567671161826818	N/A	0.0	N/A
ENSG00000008735.14	ENST00000329492.6	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000008838.20	ENST00000580302.1	2.6086676701283436	N/A	0.8193848515245814	N/A	1.6715007056295257	N/A
ENSG00000008853.16	ENST00000251822.6	-6.382820860779276	Activated	-6.4377809259964165	Activated	-5.436447000673874	N/A
ENSG00000008869.12	ENST00000233099.6	6.130462421514468	N/A	5.692566158262576	N/A	7.383143698031564	N/A
ENSG00000008952.17	ENST00000469890.1	-3.4214643214286657	N/A	0.0	N/A	0.8811311348591647	N/A
ENSG00000008988.9	ENST00000521289.5	-3.774865375294069	Activated	-1.930621219334013	N/A	-0.4418714543385845	N/A
ENSG00000009307.16	ENST00000483407.1	-4.577322438519023	N/A	1.7106651570461584	N/A	-3.4333356479982515	N/A
ENSG00000009335.18	ENST00000469336.1	1.4111825330046497	N/A	-0.8179049956971272	N/A	0.05376153235346681	N/A
ENSG00000009413.15	ENST00000619481.1	-1.3728230423058445	Activated	-0.1978108712625044	Activated	0.8047332385201678	N/A
ENSG00000009694.13	ENST00000461429.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000009709.12	ENST00000420770.7	-0.08801210468820107	N/A	0.0	N/A	-0.08801210468820107	N/A
ENSG00000009724.16	ENST00000400897.7	-5.79012227391658	N/A	-5.211170241379347	N/A	-6.894756851745537	Activated
ENSG00000009765.14	ENST00000229447.9	-0.6988737191834826	N/A	-3.535434675158649	N/A	0.0	N/A
ENSG00000009780.15	ENST00000446647.1	2.293232240279701	N/A	1.6006782883827084	N/A	1.0118028613656846	N/A
ENSG00000009790.15	ENST00000467830.1	-6.014285917203707	Activated	-7.305701318953623	Activated	-8.88656756602341	Activated
ENSG00000009830.11	ENST00000556326.5	6.203112661906477	N/A	6.348930215190369	N/A	6.190639876484666	N/A
ENSG00000009844.16	ENST00000620996.4	1.9698210795750104	N/A	1.596190772195882	N/A	2.1970777171791687	N/A
ENSG00000009950.16	ENST00000456640.1	-1.8513484566832823	N/A	-1.8053280623819468	N/A	-2.20823947387698	N/A
ENSG00000009954.11	ENST00000339594.9	0.744990801829581	N/A	1.310686716014814	N/A	2.9503239324638795	N/A
ENSG00000010017.13	ENST00000469916.1	-2.6398743210563893	N/A	-1.1000243960808294	N/A	-3.4525645540137533	N/A
ENSG00000010030.14	ENST00000620358.4	4.4007100847891865	N/A	2.8897518962527986	N/A	3.192300483535475	N/A
ENSG00000010072.16	ENST00000391858.8	2.597324768988756	N/A	2.75742156707486	N/A	3.3899218759938217	N/A
ENSG00000010165.20	ENST00000485629.1	-1.4228570037381432	N/A	0.0	N/A	1.4772558507074252	N/A
ENSG00000010219.13	ENST00000544050.1	-3.2519916093688086	N/A	0.0	N/A	0.0	N/A
ENSG00000010256.11	ENST00000412343.5	-3.059140729130194	N/A	-1.1521574984501293	N/A	0.0	N/A
ENSG00000010270.13	ENST00000471550.1	-0.4146685986174694	N/A	0.5801129931068026	N/A	0.5801129931068026	N/A
ENSG00000010278.14	ENST00000538418.1	-1.6107336708902853	N/A	-1.3028709723375378	N/A	0.3190203469056008	N/A
ENSG00000010292.13	ENST00000536538.1	1.8673429138312487	Read-In	1.4513503249049489	Read-In	0.8567960016261384	Read-In
ENSG00000010310.9	ENST00000652180.1	-0.5657081227195399	N/A	-1.4224474350673493	N/A	-0.5657081227195399	N/A
ENSG00000010318.21	ENST00000615126.1	8.565607894958148	N/A	8.842591073439545	N/A	9.407271937204255	N/A
ENSG00000010319.6	ENST00000475739.1	0.0	N/A	0.0	N/A	0.0	N/A
ENSG00000010322.16	ENST00000488243.1	2.2185526274482825	N/A	0.11448250324866338	N/A	0.7914828112072048	N/A
ENSG00000010327.10	ENST00000469989.1	-5.804833634785714	N/A	-8.85990351817857	Activated	-9.196291461224071	Activated
ENSG00000010361.13	ENST00000529634.2	-0.5425432924319518	Activated	-1.230433262110238	Activated	-0.5377000086341708	Activated
ENSG00000010379.16	ENST00000436453.1	0.0	N/A	-3.129530465506426	N/A	0.0	N/A
ENSG00000010438.16	ENST00000477653.2	-2.8417064268483814	N/A	0.0	N/A	0.0	N/A
ENSG00000010539.11	ENST00000577015.1	-2.837074410162938	N/A	0.0	N/A	0.0	N/A
ENSG00000010610.10	ENST00000536563.1	0.0	N/A	-2.722202241494466	N/A	0.0	N/A
ENSG00000010626.15	ENST00000472633.1	8.542601201436451	N/A	8.569003066177702	N/A	5.590989558838601	N/A
